"Id","Original_Text","Cleaned_Text"
495,"RK 01/27/17  From: Rashmi Kaveramma   Sent: Friday, January 27, 2017 11:06 PM  To: 'Sandra@signlanguagexl.com'  Cc: Irshad Ahmed  Subject: VOLT-9454292-Sign Language XL    Hi Sandra,    As per the phone conversation please find the below statement and provide the payment details."," sandra signlanguagexl sign language xl sandra phone conversation find statement provide payment details"
496,"01/27:   From: Gayatri Atnurkar   Sent: Friday, January 27, 2017 10:19 PM  To: 'Tarannum Nahid'; 'Pankaj Dhamija'  Cc: 'Neha Kaushik'; 'Nitin Gandhi'; 'Surjit Kumar'; Irshad Ahmed  Subject: SAPIENT CORPORATION-9409951-- Weekly aging    Hi Tarannum,    Please find attached aging report for this week and provide me with an payment status on outstanding invoices."," gayatri atnurkar tarannum nahid pankaj dhamija neha kaushik nitin gandhi surjit kumar sapient corporation weekly aging tarannum find attached aging report provide payment status outstanding invoices"
497,"LAG  Account is current; the 1/22 invoice is due on 2/21.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
498,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 9:32 AM  To: 'saintfortmps@gmail.com' <saintfortmps@gmail.com>  Cc: Karen Williams <KLWilliams@Volt.com>  Subject: FW: VOLT INVOICE - 9452394_MEDICAL PSYCHIATRY SERVICES LLC_WE-2016-09-18 34308928,34358237 & 34445937     Hello Dr. Saintfort,     I am following up with you on three past due invoices enclosed.   Please provide payment status for all of them at your earliest.     Thank you,     Hema Dadlani  Account Representative"," saintfortmps gmail karen williams invoice medical psychiatry services llc dr saintfort past due invoices enclosed provide payment status earliest account representative"
499,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 9:27 AM  To: 'Kim.Hidy@circuitcheck.com' <Kim.Hidy@circuitcheck.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 0086910_CIRCUIT CHECK INC_WE-2017-01-22    Greetings from Volt,    Please find the attached invoice/s for W/E 2017-01-22.    Let us know if you have any questions.    Thank you,    Shruthi S  VIS - Shared Accounting Services  Volt Workforce Solutions  t: 703.539.5374 | f: 703.738.6669 |   PDF_Billing@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing kim hidy circuitcheck invoice circuit check find attached invoice questions shruthi vis shared accounting services workforce solutions billing "
500,"LAG  DISG1238760 submitted on 12/11 inv 34627493    From: emagia6.2_prod@volt.com [mailto:emagia6.2_prod@volt.com]   Sent: Friday, January 27, 2017 9:29 AM  To: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: Dispute Creation Notification    From : emagia6.2_prod@volt.com : Dispute with dispute number DISG1238760 has been created by Lesley Gonzalez & assigned to you.    The dispute details are:    Customer Number :  9450982  Customer Name :  PARK NICOLLET HEALTH SERVICES  Dispute Reason :  Adjustment Applied-CS49    Reference Number :  34627493  Invoice Number :  34627493  Invoice Amount :  839.60  Dispute Amount :  -839.60  Currency :  USD    Recommended Action: WE 12/11 for Rona Whittier was PIF then adjusted-no rebill yet however there is a t/c showing she worked.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag disg submitted emagia prod emagia prod dispute creation notification emagia prod dispute dispute number disg created assigned dispute details customer number customer park nicollet health services dispute reason adjustment applied cs reference number invoice number invoice amount dispute amount currency usd recommended action rona whittier pif adjusted rebill showing worked"
501,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 9:26 AM  To: 'cburke@core-eng.com' <cburke@core-eng.com>  Subject: CORE STATES GROUP 9452082 Volt Invoice 34584193     Hi Carol,     I am following up with you on invoice 34584193 still outstanding.  Kindly review and advise payment status at your earliest.     Thank you,     Hema Dadlani  Account Representative    From: Hema Dadlani   Sent: Friday, January 27, 2017 9:26 AM  To: 'cburke@core-eng.com' <cburke@core-eng.com>  Subject: CORE STATES GROUP 9452082 Volt Invoice 34584193     Hi Carol,     I am following up with you on invoice 34584193 still outstanding.  Kindly review and advise payment status at your earliest.     Thank you,     Hema Dadlani  Account Representative"," cburke core eng core states group invoice carol invoice outstanding kindly review advise payment status earliest account representative cburke core eng core states group invoice carol invoice outstanding kindly review advise payment status earliest account representative"
502,"RS- follow up to Dorothy at the site on past due- several invoices still missing in SAP and several invoices on hold due to PO issues  From: Rosa Serna   Sent: Friday, January 27, 2017 9:17 AM  To: 'Vanwagoner,Dorothy,TULARE,Operations' <Dorothy.Vanwagoner@us.nestle.com>  Subject: FW: VOLT C# 9445554 Invoice No. ===JR===CASEID 004.099.711 10/9 Invoices  Importance: High    Hi Dorothy,  Any update on the attached invoices, the 10/9 invoices are still not in the system and I cannot submit directly as they are missing PO’s.       Thank you,      Rosa Serna  Account Representative  Shared Accounting Services    Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  t: 714.921.5803 | f: 714.921.7061 | rserna@volt.com    From: Rosa Serna   Sent: Tuesday, January 03, 2017 7:26 AM  To: 'Vanwagoner,Dorothy,TULARE,Operations' <Dorothy.Vanwagoner@us.nestle.com>  Subject: FW: VOLT C# 9445554 Invoice No. 34398193===JR===CASEID 004.099.711    See below from your AP.  They do not have any of the 10/9 and 10/16 invoices.  Thank you,"," follow dorothy site past due invoices missing sap invoices hold due po issues rosa serna vanwagoner dorothy tulare operations invoice jr caseid invoices importance high dorothy update attached invoices invoices system submit directly missing pos rosa serna account representative shared accounting services information sciences north street orange rserna rosa serna vanwagoner dorothy tulare operations invoice jr caseid invoices "
503,"LAG  Recvd ACH pmt 1/27 in unposted cash for 11/27 inv VMC-126097 & 1/15 inv VMC-126624    From: Lesley Gonzalez   Sent: Friday, January 27, 2017 9:17 AM  To: Cash <cash@Volt.com>  Cc: Chetan Kumar <ckumar@Volt.com>  Subject: Square Enix Europe payment $26,420.99 9437065    Please post this payment to the following invoices:                 VMC-126097       6,573.41               VMC-126624     19,847.58    10184 611 1 SQUARE ENIX LIM 26420.990 U 1/26/2017 SBALE    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag recvd ach pmt unposted cash cash chetan kumar square enix europe payment post payment invoices square enix lim sbale account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
504,"payment  From: Paula Boerner   Sent: Friday, January 27, 2017 9:16 AM  To: 'Marsha Smith' <Marsha.Smith@fmcti.com>  Subject: 9427036- Need remittance details for FMC TECHNOLOGIES-$7,710.20    Marsha,  We need to very that the December 11 invoices are being paid for 7710.20.  Invoice #, Amount,   34604957, 1399.86,   34604958, 1199.88,  34605924, 1616.00,  34612274, 1517.99,  34613366, 866.58,  34614446, 1109.89,      PAYMENT INFORMATION:  CREDIT: $7,710.20  EFFECTIVE DATE: 01/27/2017  INPUT FORMAT: ACHCCD  CREDIT PARTY DEBIT PARTY  ------------------------------------- -------------------------------------  ROUTING ID: 121000358 ROUTING ID: 091000019  DEMAND ACCT: 1233009834 ACCT:  COMPANY ID: 1510277210  TRACE NUMBER: 091000012451548  SETTLEMENT DATE: 01/27/2017  RECEIVER: Volt Management Corp.  MUTUALLY DEFINED: RO20073682  ORIGINATOR: FMC TECHNOLOGIES    =============","payment marsha smith remittance details fmc technologies marsha invoices paid invoice amount payment information credit effective input format achccd credit party debit party routing id routing id demand company id trace number settlement receiver management corp mutually defined ro originator fmc technologies"
505,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 7:18 AM  To: 'brian.osowski@amkoadvisors.com' <brian.osowski@amkoadvisors.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9453860_AMKO ADVISORS_WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    From: PDF_Billing   Sent: Friday, January 20, 2017 9:29 AM  To: 'brian.osowski@amkoadvisors.com' <brian.osowski@amkoadvisors.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9453860_AMKO ADVISORS_WE-2017-01-15  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    LAG  1/8/17 billing emailed    From: PDF_Billing   Sent: Monday, January 16, 2017 3:53 AM  To: 'brian.osowski@amkoadvisors.com' <brian.osowski@amkoadvisors.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9453860_AMKO ADVISORS_WE-2017-01-08  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    From: PDF_Billing   Sent: Friday, January 06, 2017 11:15 AM  To: 'brian.osowski@amkoadvisors.com' <brian.osowski@amkoadvisors.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9453860_AMKO ADVISORS_WE-2017-01-01  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing brian osowski amkoadvisors invoice amko advisors billing brian osowski amkoadvisors invoice amko advisors lag billing billing brian osowski amkoadvisors invoice amko advisors billing brian osowski amkoadvisors invoice amko advisors "
506,"RK 01/27/17  From: Accounts Payable [mailto:AccountsPayable@SkylineProducts.com]   Sent: Friday, January 27, 2017 9:21 PM  To: Rashmi Kaveramma  Subject: RE: VOLT-0090956-SKYLINE PRODUCTS INC     Good morning,    Payment went out yesterday on this invoice.  I will get the other invoice paid next week.    Jennifer Lightfield  Accounts Payable  O. 719.884.3743   F. 719.392.3839"," accounts payable accountspayable skylineproducts skyline products payment yesterday invoice invoice paid jennifer lightfield accounts payable "
507,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 9:10 AM  To: 'kschneider@hwahomewarranty.com' <kschneider@hwahomewarranty.com>  Subject: FW: VOLT INVOICE-9451925 HWA DIRECT ENERGY WE 2016-10-16 & 10-30-16 Invoices 34402173 & 34458142     Hello Kelly,     I am following up with you on enclosed invoices still outstanding.  Kindly advise payment status on both.     Thank you,     Hema Dadlani  Account Representative    Shared Accounting Services  Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  714-921-7430 Direct Line"," kschneider hwahomewarranty invoice hwa direct energy invoices kelly enclosed invoices outstanding kindly advise payment status account representative shared accounting services information sciences north street orange direct line"
508,"unknown payment  From: Paula Boerner   Sent: Friday, January 27, 2017 9:08 AM  To: michael.corrigan@caliberhomeloans.com; CHLInvoices@caliberhomeloans.com  Cc: Cash <cash@Volt.com>  Subject: 9454534- Need Remittance Details CALIBER HOME LOANS INC For $59,864.92    Hello Michael,  Volt received Check # 127648, dated 1/23/17 for 59864.92, please provide the remittance advice? We would like to apply the payment correctly and it is not a Volt invoice number referenced.        Best Regards,    Paula Boerner  Account Representative  Volt Information Sciences  Shared Accounting Services  2421 N Glassell St | Orange, CA 92865   PBoerner@Volt.com| 714.921.7435  | 714.921.7061   Six Sigma Certified-Yellow Belt          From: Cash   Sent: Friday, January 27, 2017 5:23 AM  To: Paula Boerner <PBoerner@volt.com>  Cc: Cash <cash@Volt.com>; Chetan Kumar <ckumar@Volt.com>  Subject: Need Remittance Details CALIBER HOME LOANS INC For $59,864.92    Hi Paula,    Please help us with the remittance details for the attached payment.    Note:- We appreciate your earliest response, as we are working towards the  January month end close.      Thanks,    Harisha.Narasimha.  Associate Remittance Analyst -Remittance processing Team  VIS - Shared Accounting Services  Ph:703.539.5374 extn 3062    hnarasimha@volt.com|www.volt.com","unknown payment michael corrigan caliberhomeloans chlinvoices caliberhomeloans cash remittance details caliber home loans michael received check provide remittance advice apply payment correctly invoice number referenced account representative information sciences shared accounting services st orange pboerner sigma certified yellow belt cash cash chetan kumar remittance details caliber home loans remittance details attached payment note earliest response working month end close harisha narasimha associate remittance analyst remittance processing team vis shared accounting services ph extn hnarasimha "
509,"sent a current statement.  From: Paula Boerner   Sent: Friday, January 27, 2017 8:59 AM  To: 'Amanda Fernandez' <afernandez@certainaffinity.com>; PDF_Billing <PDF_Billing@Volt.com>  Subject: RE: VOLT INVOICE - 9441069_CERTAIN AFFINITY_WE-2016-12-11    Hello Amanda,  We received you check on January 20th.    Please see the attached statement.    =============="," current statement amanda fernandez billing invoice affinity amanda received check attached statement"
510,"RK 01/27/17  From: Maxey, Rhonda [mailto:Rhonda.Maxey@nordsonmedical.com]   Sent: Friday, January 27, 2017 10:30 PM  To: Rashmi Kaveramma  Subject: RE: VOLT - 0086091 NORDSON MEDICAL    Good Morning Rashmi,    Check number 773497 for the invoices ($43,265.56)below was mailed today, Jan. 27th.    Thank you,    Rhonda Maxey"," maxey rhonda rhonda maxey nordsonmedical nordson medical check number invoices mailed today rhonda maxey"
511,"mp  _____________________________________________  From: Jewell Bastardo   Sent: Wednesday, January 25, 2017 1:59 PM  To: Jariel Torres <JTorres@Maintech.com>  Cc: Ricky Persaud <RPersaud@Maintech.com>; Stanley Novak <SNovak@maintech.com>  Subject: KOS Pharmaceutical 9428459  I believe this customer may have been made inactive. We will be having a billing for them shortly. They have changed their name to Austarpharma LLC. The account rep (Stan Novak) is requesting a credit application from them. We hope to have it soon. They have already sent us a check based upon a quote. See Ricky for details.  Regards,  Jewell Bastardo  Sales Support  Maintech, Incorporated  14 Commerce Drive  Suite 200  Cranford, NJ 07016-3520  (973) 330-3273 office  (973) 594-4102 fax  jbastardo@maintech.com"," jewell bastardo jariel torres ricky persaud stanley novak kos pharmaceutical customer made inactive billing shortly changed austarpharma llc account rep stan novak requesting credit application hope check based quote ricky details jewell bastardo sales support maintech incorporated commerce drive suite cranford nj office fax jbastardo maintech "
512,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 7:15 AM  To: 'tpabst@activstyle.com' <tpabst@activstyle.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9454609_ACTIVSTYLE INC_WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing tpabst activstyle invoice activstyle "
513,"mp-removed 100k credit limit since acct was inactivated.  re-activated to apply cash only.    From: Cash   Sent: Friday, January 27, 2017 8:42 AM  To: Modesta Perez <MPerez@Volt.com>  Cc: Cash <cash@Volt.com>; Chetan Kumar <ckumar@Volt.com>; Ricky Persaud <RPersaud@Maintech.com>; CashMaintech <cash@maintech.com>  Subject: Request for customer activation- 9428459    Hi Modesta,    Could you please activate the below customer number as we have received a payment belongs to that customer.    Customer number-9428459    Note-Due to month end closing  please do ASAP    Thank you,    Nithya Upendra,    Associate Remittance Analyst – Remittance Processing Team  VIS - Shared Accounting Services  Volt Workforce Solutions  t:703.539.5374 extn 3089  NUpendra@volt.com www.Volt.com"," removed credit limit inactivated activated apply cash cash cash chetan kumar ricky persaud cashmaintech request customer activation activate customer number received payment belongs customer customer number note due month end closing asap nithya upendra associate remittance analyst remittance processing team vis shared accounting services workforce solutions extn nupendra "
514,"RK 01/27/17  Called doris and left a voice mail and sent an email asking for payment status on the past due invoices at the earliest.    From: Rashmi Kaveramma   Sent: Friday, January 27, 2017 10:35 PM  To: 'dlam@terravia.com'  Cc: Irshad Ahmed  Subject: VOLT - 9445132 TERRAVIA HOLDINGS INC    Hi Doris,    Please provide the payment status on the below mentioned past due invoices at the earliest.    Invoice Date Invoice # Amount Due Due Date  12/18/2016 34632967 1,263.50  01/17/2017  12/18/2016 34637550 489.84  01/17/2017  12/18/2016 34639975 1,694.00  01/17/2017  12/18/2016 34637549 1,162.00  01/17/2017  12/25/2016 34660321 1,463.00  01/24/2017  12/25/2016 34661413 1,103.90  01/24/2017  12/25/2016 34661414 966.00  01/24/2017  12/25/2016 34661849 489.84  01/24/2017"," called doris left voice mail payment status past due invoices earliest dlam terravia terravia holdings doris provide payment status mentioned past due invoices earliest invoice invoice amount due due "
515,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 8:53 AM  To: 'accountspayable@braunintertec.com' <accountspayable@braunintertec.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9441886_BRAUN INTERTEC CORPORATION_WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing accountspayable braunintertec invoice braun intertec corporation "
516,"GG STATUS 1-27-16  ( 1-27 coll resubmitted inv#34641607)( 1-17 inv#34577953 bal $697.26 per Marta shrt pd in error will pay bal on the next pmt run)  **Eml frm custmr recent pmt pd, 12-4, 12-25.   From: Marta Lester [mailto:MLester@smartsafetygroup.com]   Sent: Tuesday, January 24, 2017 3:28 PM  To: Gigi Garcia <GigiGarcia@Volt.com>; accounting <accounting@smartsafetygroup.com>  Subject: RE: SMART SAFETY SOLUTIONS INC acct#448825 ( open items)     All paid on this week’s run except 34641607,  Check # 8810  # 34577953 12-4  balance $ 697.26  # 34641607 (missing) I emailed you asking for a copy of it.  # 34661363  # 34665003    Marta                    Marta Lester  |  Accounting Manager    SMART Safety Group    Tel:  (619) 491-3099    Fax:  (619) 491-3095    Email:  MLester@smartsafetygroup.com    Web:  www.SMARTSafetyGroup.com    Address:  9471 Ridgehaven Ct, Ste C, San Diego, CA 92123      PROTECTING PEOPLE, PROPERTY & PROFITS"," status resubmitted bal marta shrt pd error pay bal pmt run eml frm custmr recent pmt pd marta lester mlester smartsafetygroup accounting smart safety solutions open items paid weeks run check balance missing copy marta marta lester accounting manager smart safety group fax mlester smartsafetygroup web smartsafetygroup address ridgehaven ct ste san diego protecting people property profits"
517,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 9:00 AM  To: 'bwootten@buildingstars.com' <bwootten@buildingstars.com>; 'Jkampelman@buildingstars.com' <Jkampelman@buildingstars.com>; 'ghill@buildingstars.com' <ghill@buildingstars.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9449960_BUILDINGSTARS_WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing bwootten buildingstars jkampelman buildingstars ghill buildingstars invoice buildingstars "
518,"GG STATUS 1-27-17  ( 1-27 coll resubmitted inv#34641607)( 1-17 inv#34577953 bal $697.26 per Marta shrt pd in error will pay bal on the next pmt run)  *Custmr wrkng on addl pmt. Coll to follw up.   From: Gigi Garcia   Sent: Friday, January 27, 2017 9:03 AM  To: 'Marta Lester' <MLester@smartsafetygroup.com>  Cc: Rashmi Kaveramma <RKaveramma@Volt.com>  Subject: SMART SAFETY SOLUTIONS INC acct#9448825 Missing invoices 34641607    Hi Marta,    I apologize for the delay.  Per request please review the attached.  Per our previous discussion you committed on payment for the balance of the 12-4 invoice.  Can you please forward payment details for the following items.   # 34577953 12-4-16 balance $ 697.26  # 34641607 12-18-16 ( see attached  )  # 34661363 12-25-16  # 34665003 12-25-16  # 34687145 1-1-17    Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com       From: Marta Lester [mailto:MLester@smartsafetygroup.com]   Sent: Monday, January 23, 2017 3:25 PM  To: Gigi Garcia <GigiGarcia@Volt.com>  Subject: FW: Missing invoices 34641607    I am still missing invoice 34641607 please forward                  Marta Lester  |  Accounting Manager    SMART Safety Group    Tel:  (619) 491-3099    Fax:  (619) 491-3095    Email:  MLester@smartsafetygroup.com    Web:  www.SMARTSafetyGroup.com    Address:  9471 Ridgehaven Ct, Ste C, San Diego, CA 92123      PROTECTING PEOPLE, PROPERTY & PROFITS"," status resubmitted bal marta shrt pd error pay bal pmt run custmr wrkng addl pmt follw marta lester smart safety solutions missing invoices marta apologize delay request review attached previous discussion committed payment balance invoice forward payment details items balance attached support customer service account representative information sciences shared accounting services fax marta lester mlester smartsafetygroup missing invoices missing invoice forward marta lester accounting manager smart safety group fax mlester smartsafetygroup web smartsafetygroup address ridgehaven ct ste san diego protecting people property profits"
519,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 9:00 AM  To: 'hs-ucdhsap@ucdavis.edu' <hs-ucdhsap@ucdavis.edu>; 'hanngu@ucdavis.edu' <hanngu@ucdavis.edu>  Subject: FW: VOLT INVOICE-9451605 UC DAVIS MEDICAL CENTER WE 2016-10-30 34448217    Hello Hana,     Following up with you on enclosed invoice still outstanding.  Please provide payment status at your earliest.     Thank you,     Hema Dadlani  Account Representative    Shared Accounting Services  Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  714-921-7430 Direct Line    From: PDF_Billing   Sent: Monday, November 07, 2016 10:44 AM  To: 'hs-ucdhsap@ucdavis.edu' <hs-ucdhsap@ucdavis.edu>  Cc: Hema Dadlani <HDadlani@volt.com>"," hs ucdhsap ucdavis hanngu ucdavis invoice uc davis medical center hana enclosed invoice outstanding provide payment status earliest account representative shared accounting services information sciences north street orange direct line billing hs ucdhsap ucdavis "
520,"mp  ________________________________________  From: Garry Nash <gnash@voragotech.com>  Sent: Friday, January 27, 2017 10:30:55 AM  To: Bob Valecka  Cc: Clark Senders  Subject: Cancel contract as of EOB 1/27/2017      Bob, subsequent to our discussion yesterday afternoon, where you stated that VOLT was cancelling our contract with Dien Hoang and Danny Miller, I met with Clark on future payment terms.  The terms Clark outlined with you in your discussions with him have not changed, therefore I am in agreement with the cancellation of our contract with Volt, per your instructions today, effective EOB 1/27/2017.  Regards,                  Garry      Garry Nash  SVP of Operations & Quality  VORAGO Technologies  1501 S. MoPac Expressway, Suite 350  Austin, TX 78746-7673  Mobile: +1 (631) 559-1550  www.voragotech.com"," garry nash bob valecka clark senders cancel contract eob bob subsequent discussion yesterday stated cancelling contract dien hoang danny miller met clark future payment terms terms clark outlined discussions changed agreement cancellation contract instructions today effective eob garry garry nash svp operations quality vorago technologies mopac expressway suite austin tx mobile voragotech "
521,"From: Amanda Fernandez [mailto:afernandez@certainaffinity.com]   Sent: Wednesday, January 25, 2017 11:41 AM  To: PDF_Billing <PDF_Billing@Volt.com>  Cc: Paula Boerner <PBoerner@volt.com>  Subject: Re: VOLT INVOICE - 9441069_CERTAIN AFFINITY_WE-2016-12-11    Sunil,    I have a few questions regarding our recent Volt statement. Several of the outstanding invoices listed were paid on 01/13/17 with check # 11398. Have you received this check? Which invoices was it applied to? The check was written for all invoices due on 1/10 and 1/17. Please let me know if we have a past due balance at this time.    Thank you,  Amanda"," amanda fernandez afernandez certainaffinity billing invoice affinity sunil questions recent statement outstanding invoices listed paid check received check invoices applied check written invoices due past due balance time amanda"
522,"LAG  Emailed Sarah refund to be snt for CM 34301923    From: Lesley Gonzalez   Sent: Friday, January 27, 2017 8:58 AM  To: 'Sarah Thompson' <sthompson@machine.com>  Subject: Cretex, 9453066    Hi Sarah,    I am processing a refund of $3,946.80 for the placement fee for Jim Sparrow. Please let me know if you would like this sent to your attention, or to someone else.    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag sarah refund snt cm sarah thompson cretex sarah processing refund placement fee jim sparrow attention account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
523,"HD*From: Hema Dadlani   Sent: Friday, January 27, 2017 8:55 AM  To: 'alla.fedorova@rockpointlogistics.com' <alla.fedorova@rockpointlogistics.com>  Subject: ROCKPOINT LOGISTICS / OPTICS PLANET     Hello Alla,     Please provide payment status for     34452734   due 11/29/16      22.00  34472699 due 11/29/16   1,147.23  34574634  due 12/27/2016   179.44    Thank you,     Hema Dadlani  Account Representative"," alla fedorova rockpointlogistics rockpoint logistics optics planet alla provide payment status due due due account representative"
524,"MARK UP  MARK UP  From: Gigi Garcia   Sent: Friday, January 27, 2017 8:52 AM  To: Carmen Nassar <CNassar@Volt.com>  Cc: 'Mayra Sanchez/CFR Rinkens' <msanchez@cfrrinkens.com>  Subject: CFR RINKENS LLC acct#9452124 Volt br#43093 Markup Rate for CFR Rinkens    Hi Carmen,    The customer is looking for the current markup rate.  Can you please or point Mayra in the right direction.     Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com       From: Mayra Sanchez/CFR Rinkens [mailto:msanchez@cfrrinkens.com]   Sent: Tuesday, January 24, 2017 11:11 AM  To: Gigi Garcia <GigiGarcia@Volt.com>  Subject: Markup Rate for CFR Rinkens    Hi Gigi,    I reached out to Ana Arriero to know what our markup rate is but have not been able to get an answer. Can you please provide me with the markup rate for CFR Rinkens?      Mayra Sanchez  HR Manager     CFR Rinkens LLC  15501 Texaco Ave.  Paramount, CA. 90723  Tel: 310-223-0474 ext. 2148 | Cell: 323-213-5515  Email: msanchez@cfrrinkens.com","mark mark carmen nassar mayra sanchez cfr rinkens cfr rinkens llc br markup rate cfr rinkens carmen customer current markup rate point mayra direction support customer service account representative information sciences shared accounting services fax mayra sanchez cfr rinkens msanchez cfrrinkens markup rate cfr rinkens reached ana arriero markup rate answer provide markup rate cfr rinkens mayra sanchez hr manager cfr rinkens llc texaco ave paramount ext cell msanchez cfrrinkens "
525,"From: Bob Valecka   Sent: Wednesday, January 25, 2017 3:06 PM  To: Modesta Perez <MPerez@Volt.com>  Cc: Tom Schmidt <TSchmidt@Volt.com>; Paula Boerner <PBoerner@volt.com>; Germaine Adkerson <GAdkerson@volt.com>; Terry Jordan <TJordan@volt.com>  Subject: RE: Vorago # 9450907 - Credit Hold    Modesta,    No I have not.  I had played phone tag with the Sr. VP until yesterday.  And he is putting me in contact with the CFO to work out a payment plan.  I am trying to coordinate speaking with him today, tomorrow at the latest.      Best Regards,  Bob Valecka  Regional Manager – Texas & Colorado  Information Technology & Engineering"," bob valecka tom schmidt adkerson vorago credit hold played phone tag sr vp yesterday putting contact cfo work payment plan coordinate speaking today tomorrow latest bob valecka regional manager texas colorado information technology engineering"
